root_id,influence,adjusted,super_class,class,betweenness,rank,hops
720575940625430302,1.5000049361690109,24.40546839888209,central,Kenyon_Cell,0.0,3382,2
720575940625431866,2.5422210657736457,24.933038134278544,central,ALPN,2.4500906599762857e-06,388,1
720575940625431870,1.3406135936156132,24.2931274148393,central,ALPN,5.82724265075441e-07,509,2
720575940625433488,1.9772274819478002,24.681695601781442,central,LHLN,0.0,5170,2
720575940625435792,0.8520747992375513,23.839919036525977,central,unknown,0.0,4868,2
720575940625440100,0.30713349735296114,22.81952721888538,central,unknown,0.0,5449,2
720575940625442192,3.0619355202765597,25.119047238972147,sensory,olfactory,0.0,2193,0
720575940625446181,2.110526177987307,24.746937289853285,central,Kenyon_Cell,0.0,2734,2
720575940625451920,1.4843828129456458,24.394999071685135,central,Kenyon_Cell,0.0,1468,2
720575940625452176,1.526547272942667,24.423008500903705,central,LHLN,0.0,8573,2
720575940625454162,0.016238142435919905,19.879607667184636,ascending,AN,2.324275193653179e-05,152,2
720575940625454640,1.7442604031685094,24.556330628084012,central,Kenyon_Cell,0.0,6981,2
720575940625457456,0.6587305799543264,23.582559340293653,central,unknown,0.0,7922,2
720575940625457712,1.645319734073907,24.497934732548654,central,LHLN,0.0,5973,2
720575940625461534,1.49507272523892,24.402174851304252,central,Kenyon_Cell,0.0,3247,2
720575940625461762,0.46007429000880734,23.223632697480426,central,unknown,0.0,4265,2
720575940625465802,0.05714380195762682,21.137815653192312,central,unknown,0.0,5255,2
720575940625476964,0.8588043430489178,23.84778584412302,central,Kenyon_Cell,0.0,7821,2
720575940625477150,1.3850752827366382,24.325754493928606,central,Kenyon_Cell,0.0,3048,2
720575940625484602,1.9730624822516536,24.679586895191676,central,Kenyon_Cell,0.0,3519,2
720575940625485657,3.0679300132620426,25.121003071400633,sensory,olfactory,0.0,3984,0
720575940625490788,2.0049689456226525,24.69562857217108,central,Kenyon_Cell,0.0,3396,2
720575940625492057,3.03818825022191,25.11126136743549,sensory,olfactory,0.0,2340,0
720575940625493400,2.225784812144478,24.800109577984838,central,ALPN,5.376955718650659e-06,307,1
720575940625494792,0.5972337793275128,23.484553347922386,central,unknown,0.0,6136,2
720575940625497488,1.924473111826817,24.654652222132924,central,Kenyon_Cell,0.0,898,2
720575940625502595,3.1099402353364387,25.134603509072875,sensory,olfactory,0.0,2133,0
720575940625503979,0.06730379163067944,21.301461295318987,central,unknown,0.0,7839,2
720575940625504868,1.761569552309323,24.566205202725488,central,Kenyon_Cell,0.0,4467,2
720575940625507888,0.996888072969926,23.99688322085611,central,Kenyon_Cell,0.0,7530,2
720575940625508733,1.9652159417967634,24.67560213332747,central,Kenyon_Cell,0.0,8333,2
720575940625508752,0.17924389591318474,22.28099214643483,central,unknown,0.0,2893,2
720575940625513616,2.1120218108279385,24.747645692887254,central,Kenyon_Cell,0.0,4018,2
720575940625516436,0.6972537398882439,23.63939411128052,central,Kenyon_Cell,0.0,6495,2
720575940625520412,1.0,24.0,sensory,olfactory,0.0,3209,0
720575940625521899,0.8896186624441417,23.883037622761023,central,ALPN,0.0,3630,2
720575940625529477,2.1512204185267696,24.76603531761898,central,Kenyon_Cell,0.0,7454,2
720575940625532689,2.0118849985116687,24.699072092806542,central,Kenyon_Cell,0.0,6800,2
720575940625534187,1.5267534298283438,24.42314353960841,central,unknown,0.0,7873,2
720575940625539786,3.0055710306990413,25.100467576789278,sensory,olfactory,0.0,4351,0
720575940625541168,2.137212722758969,24.75950251408721,central,Kenyon_Cell,0.0,4123,2
720575940625543626,0.21938205216798856,22.483059461356007,central,unknown,0.0,6826,2
720575940625559908,0.2595772321027964,22.65129899823733,central,unknown,0.0,6406,2
720575940625561374,0.7924738172884769,23.767404188101732,central,Kenyon_Cell,0.0,2695,2
720575940625564676,1.3386892354843576,24.291690952755765,central,ALPN,3.7347327898016894e-06,350,1
720575940625572240,2.0783653035282064,24.731581672957386,central,Kenyon_Cell,0.0,5195,2
720575940625576080,1.5261945082212147,24.422777387531983,central,Kenyon_Cell,0.0,2661,2
720575940625581208,2.9744931448550638,25.090073653005433,sensory,olfactory,0.0,2307,0
720575940625583132,0.07059553116918887,21.34921156562682,central,unknown,0.0,8266,2
720575940625583204,3.0261158790363716,25.107279909093087,sensory,olfactory,0.0,1807,0
720575940625584265,1.053304797007259,24.051932647114928,central,unknown,0.0,4711,2
720575940625584484,1.880459412311668,24.631516115239688,central,ALLN,0.0,6139,1
720575940625585508,1.8990267414248765,24.641341513576645,central,ALLN,0.0,6229,2
720575940625586122,1.5814577428598129,24.45834704374792,central,ALPN,0.0,6748,2
720575940625589593,1.0,24.0,sensory,olfactory,0.0,3344,0
720575940625590053,1.1937242113419306,24.177078009515103,central,unknown,0.0,5892,2
720575940625606916,1.5480329667839468,24.43698507131283,central,LHLN,0.0,6772,2
720575940625608329,1.5608900010421176,24.445256172069033,central,Kenyon_Cell,0.0,4522,2
720575940625612425,0.2310815232126551,22.535015283620538,central,unknown,0.0,3480,2
720575940625613514,2.9637221195282315,25.086445951192786,sensory,olfactory,0.0,4259,0
720575940625614224,1.9264818040324148,24.655695439948587,central,Kenyon_Cell,0.0,2785,2
720575940625625136,1.0528821261393886,24.05153128589774,central,Kenyon_Cell,0.0,4632,2
720575940625630212,1.2274588316893764,24.204946041785522,central,ALLN,0.0,7859,2
720575940625631280,0.30430574166706964,22.810277646185337,central,unknown,0.0,6503,2
720575940625642517,1.692671376883405,24.526307977330124,central,ALLN,0.0,6181,2
720575940625645968,2.153065526409039,24.766892652851297,central,Kenyon_Cell,0.0,3401,2
720575940625651914,1.8751739007110604,24.628701402167533,central,unknown,0.0,3600,2
