root_id,super_class,class,bw_weighted,bw_unweighted,influence,in_syn,in_deg,out_syn,out_deg,total_syn,traversal,current_flow
720575940628347560,optic,optic_lobe_intrinsic,0.0,0.0,10.685403249771404,19.0,3.0,78.0,8.0,97.0,-12.09,
720575940606851761,optic,optic_lobe_intrinsic,0.0,0.0,12.295502483982805,35.0,5.0,67.0,10.0,102.0,-12.24,
720575940619696822,visual_projection,unknown,0.0,0.0,13.103591798724928,238.0,25.0,10.0,2.0,248.0,-12.23,
720575940618517185,optic,optic_lobe_intrinsic,0.0,0.0,0.0,0.0,0.0,83.0,8.0,83.0,-13.0,
720575940626512581,optic,optic_lobe_intrinsic,0.0,0.0,12.464665174438126,20.0,3.0,38.0,3.0,58.0,-12.7,
720575940631231180,optic,optic_lobe_intrinsic,0.0,0.0,15.21030000114811,32.0,3.0,72.0,9.0,104.0,-11.65,
720575940604885728,optic,optic_lobe_intrinsic,0.0,0.0,11.41107741779252,41.0,4.0,21.0,3.0,62.0,-12.43,
720575940623629035,optic,optic_lobe_intrinsic,0.0,0.0,13.45434743679326,28.0,2.0,34.0,1.0,62.0,-12.26,
720575940625201907,optic,optic_lobe_intrinsic,0.0,0.0,16.57324648470459,5.0,1.0,20.0,1.0,25.0,-12.44,
720575940631231225,optic,optic_lobe_intrinsic,0.0,0.0,12.338339905601671,592.0,76.0,173.0,16.0,765.0,-12.11,
720575940626381564,optic,optic_lobe_intrinsic,0.0,0.0,12.140560462068434,33.0,4.0,147.0,15.0,180.0,-12.03,
720575940623760127,optic,optic_lobe_intrinsic,0.0,0.0,11.394838465722357,25.0,3.0,91.0,12.0,116.0,-12.31,
720575940626381570,optic,optic_lobe_intrinsic,0.0,0.0,12.019467847002083,72.0,9.0,33.0,5.0,105.0,-12.45,
720575940628478736,central,unknown,0.0,0.0,15.419840674973385,115.0,14.0,148.0,6.0,263.0,-11.46,
720575940612225814,visual_projection,unknown,0.0,0.0,14.22972886257008,76.0,11.0,0.0,0.0,76.0,-12.37,
720575940626512668,optic,optic_lobe_intrinsic,0.0,0.0,13.72778128180268,18.0,3.0,69.0,7.0,87.0,-10.47,
720575940604885792,visual_projection,unknown,0.0,0.0,16.684582177118937,365.0,34.0,155.0,18.0,520.0,-11.57,
720575940610652974,optic,optic_lobe_intrinsic,0.0,0.0,12.970632010335478,22.0,3.0,63.0,8.0,85.0,-11.9,
720575940624939824,optic,optic_lobe_intrinsic,0.0,0.0,12.352924442898152,191.0,18.0,146.0,15.0,337.0,-12.5,
720575940627430202,optic,optic_lobe_intrinsic,0.0,0.0,12.963647405569295,41.0,5.0,7.0,1.0,48.0,-12.03,
720575940640668477,optic,optic_lobe_intrinsic,0.0,0.0,15.971721801832286,42.0,3.0,8.0,1.0,50.0,-12.1,
720575940616420162,optic,optic_lobe_intrinsic,0.0,0.0,11.182415233081333,35.0,5.0,312.0,20.0,347.0,-12.33,
720575940631624515,optic,optic_lobe_intrinsic,0.0,0.0,12.084272483527831,28.0,4.0,87.0,10.0,115.0,-12.61,
720575940626512729,optic,optic_lobe_intrinsic,0.0,0.0,15.568324288166984,85.0,7.0,21.0,3.0,106.0,-11.66,
720575940624939865,optic,optic_lobe_intrinsic,0.0,0.0,13.83902324549563,41.0,3.0,34.0,4.0,75.0,-11.73,
720575940620745563,optic,optic_lobe_intrinsic,0.0,0.0,12.193183892414698,74.0,7.0,95.0,14.0,169.0,-12.11,
720575940620876635,optic,optic_lobe_intrinsic,0.0,0.0,14.245965437476457,34.0,4.0,140.0,17.0,174.0,-10.84,
720575940627299172,optic,optic_lobe_intrinsic,0.0,0.0,17.43843186612079,69.0,7.0,83.0,10.0,152.0,-11.05,
720575940627168125,optic,optic_lobe_intrinsic,0.0,0.0,13.685350506389328,18.0,3.0,85.0,12.0,103.0,-12.09,
720575940630444926,optic,optic_lobe_intrinsic,0.0,0.0,11.099325986785889,30.0,4.0,265.0,17.0,295.0,-11.65,
720575940628347774,optic,optic_lobe_intrinsic,0.0,0.0,12.97405203026927,76.0,8.0,19.0,3.0,95.0,-12.5,
720575940607245186,visual_projection,unknown,0.0,0.0,17.098059501684748,98.0,12.0,60.0,9.0,158.0,-10.93,
720575940626643843,optic,optic_lobe_intrinsic,0.0,0.0,10.164851219186948,22.0,3.0,43.0,5.0,65.0,-12.22,
720575940622449541,optic,optic_lobe_intrinsic,0.0,0.0,15.433828922493763,36.0,4.0,23.0,3.0,59.0,-12.3,
720575940618779527,visual_projection,unknown,0.0,0.0,13.72655504062643,63.0,9.0,61.0,4.0,124.0,-12.57,
720575940620876679,optic,optic_lobe_intrinsic,0.0,0.0,12.551353119315756,64.0,10.0,0.0,0.0,64.0,-11.67,
720575940643289997,optic,optic_lobe_intrinsic,0.0,1.5544222524056206e-10,15.883032728604496,863.0,83.0,795.0,105.0,1658.0,-11.67,
720575940641717133,optic,optic_lobe_intrinsic,0.0,0.0,0.0,0.0,0.0,66.0,6.0,66.0,-13.0,
720575940610522009,visual_projection,unknown,0.0,4.667390221544622e-10,15.388325934675889,359.0,46.0,15.0,2.0,374.0,-11.74,
720575940616813470,optic,optic_lobe_intrinsic,0.0,0.0,16.233556380573297,32.0,2.0,5.0,1.0,37.0,-12.53,
720575940613405602,optic,optic_lobe_intrinsic,0.0,0.0,16.24864728863139,10.0,2.0,64.0,8.0,74.0,-11.34,
